merchant_id,merchant_suburb,merchant_state,merchant_long_lat
91be224a-0425-4bea-9196-58d07827a773,Brookvale,NSW,151.27 -33.77
99af087f-b26e-47ff-a3aa-f89777d36bd4,Cremorne,NSW,151.23 -33.83
32aac8ce-69eb-407d-bbbc-cb40571549f8,North Sydney,NSW,151.21 -33.84
4c106993-485e-4893-b7c4-02737bfe37da,Caversham,WA,115.96 -31.88
36b3e446-2988-449e-9264-8d0c55c09bcb,Clayton,VIC,145.12 -37.92
6ed0387f-6c26-4f65-b966-ba8c59f58ba0,Harris Park,NSW,151.01 -33.82
f180736e-81ba-424b-9051-53b60ae7580c,Mount Lawley,WA,115.87 -31.92
39a1e428-8dc0-4cbc-8512-86162c660c51,Huskisson,NSW,150.67 -35.04
29591d82-c18f-429a-a8f8-14567dfe7a80,Perth,WA,115.86 -31.94
b44f2d09-7754-4e1c-b412-9b253346742c,Norlane,VIC,144.36 -38.09
46afb5cd-cbea-4d31-afb9-19fe85a72bc5,Dalkeith,WA,115.8 -31.99
012fee56-7727-4955-921a-f0369663dc65,Darwin City,NT,130.84 -12.46
def6f8f2-e856-4da8-b836-fc56bd595375,Spearwood,WA,115.78 -32.1
c6dbb5f1-dd6d-49e4-b4cf-68e9680d544e,Ryde,NSW,151.11 -33.81
bf5f0640-01bb-44e5-ba16-8bd356c8ce9c,Blacktown,NSW,150.91 -33.77
0feb215c-4518-4180-8395-451ed6533a69,Goulburn,NSW,149.72 -34.75
a110d5b8-126f-494c-9231-71640252c2dc,Dawes Point,NSW,151.21 -33.86
feb098d1-9a5b-46e0-a09a-5ecb1316eabf,Altona Meadows,VIC,144.78 -37.87
97140894-94e8-48b9-a697-4da98bc4b36d,Nightcliff,NT,130.85 -12.39
aeb73b3b-ac40-46d2-a744-6104193fa88e,Chelsea Heights,VIC,145.13 -38.03
1bdf91d8-337a-4680-ad23-0331a00d0049,Gepps Cross,SA,138.59 -34.85
a7607d0c-8e67-4b92-bf46-c39b5b339d2a,Preston,VIC,145.03 -37.75
454a31b8-603a-4a55-b24d-ac76c0038ef3,Mount Druitt,NSW,150.82 -33.77
ee789377-3783-4757-968a-2e3726fc057e,Aratula,QLD,152.55 -27.98
75bc053a-5e96-464f-aa7f-2986c71ebcd3,Helensvale,QLD,153.34 -27.92
9e6d9ce2-bf46-46f4-a9e6-9e2d5ffbd09d,Condingup,WA,122.54 -33.68
4f4bcf97-ac15-4e8d-b5e3-973a6e2eb073,Preston,VIC,145.03 -37.74
a5c3ad8c-2cea-4e6e-9007-9ac607f6a1cc,Salisbury,SA,138.65 -34.76
f26401e1-93c1-4dc9-92e2-79cd25e902e2,Brookvale,NSW,151.26 -33.77
608e64d0-0f15-4352-9209-87be26318a3d,Brisbane City,QLD,153.02 -27.47
7cb793ae-7f62-459f-84c4-0e22ac325e31,Castle Hill,NSW,150.98 -33.73
66cd44ce-0dd4-4d34-bb49-61c658b9530c,Lane Cove North,NSW,151.16 -33.81
a76033fe-f356-400e-ab62-dc174815cee4,Bondi,NSW,151.26 -33.89
87a18ada-8920-45c7-aae8-66861e9ae6fa,Chipping Norton,NSW,150.96 -33.91
85e5a336-7b71-469d-828d-4152e38cbd39,Port Douglas,QLD,145.46 -16.48
3075b265-3b29-4d54-a38e-c379113f73bf,Balingup,WA,115.97 -33.79
ace20424-f9d3-4cce-809d-a3a6b29da7fc,Hoppers Crossing,VIC,144.7 -37.88
9d88caf1-1e4b-44e7-a307-14b16c7495a0,Brisbane City,QLD,153.02 -27.47
e98a15b4-b1e2-4dec-baf0-b54030469763,Melbourne,VIC,144.96 -37.82
fbf660a4-8d1c-4235-abb7-bf2a1501b7bc,North Sydney,NSW,151.2 -33.84
a7cbf1bd-cf6c-423d-bb38-f6913d8a69d1,Richmond,VIC,145.01 -37.82
3bd0782a-b3e2-46eb-a29f-d69328c31103,Chatswood,NSW,151.18 -33.8
ac64dff2-d786-44fa-a332-3f530bdd0444,Rockdale,NSW,151.14 -33.96
a9ef765f-2a48-4d8d-a08f-5cf8e5ed52c9,Greystanes,NSW,150.94 -33.81
37178bdb-2859-474d-b395-f7251b9e2b28,Keilor East,VIC,144.87 -37.73
f0fee914-bebe-4182-bcb3-a75f58682bc1,Annandale,NSW,151.17 -33.88
db0b4ef2-1565-46e0-a207-4b2c277d09ff,Milsons Point,NSW,151.21 -33.84
e33831d4-02c8-435b-b0b0-8641b334b223,Falcon,WA,115.66 -32.58
71a62c87-49db-403c-9a83-546bbd4b4f5d,Ocean Grange,VIC,147.69 -38
4212ecd1-709b-4d32-910b-ebc0eb1f5b47,Sassafras,VIC,145.35 -37.86
ad39de1d-4bb5-485a-8daa-c963ec5f6b5b,Grovedale,VIC,144.32 -38.2
75af9468-b3e2-4959-b35b-9ea9845d92c6,St Leonards,NSW,151.19 -33.82
3350d0c0-b4e3-47ee-8fd2-cdd42100e258,Marrickville,NSW,151.16 -33.9
554ed673-fb01-448d-aaf3-7afe00828ceb,Jindalee,QLD,152.95 -27.53
995651b2-6592-49fe-8f54-1ac6753f67ea,Goolmangar,NSW,153.23 -28.75
c945ff25-3a84-4581-8119-c9d0ed5061f8,Brisbane City,QLD,153.02 -27.47
7cbc7858-b82d-4ba3-884f-be894d456fb2,Clayfield,QLD,153.06 -27.42
16f87b35-bf91-4632-83c5-b4d9041c7cbe,Wilsonton Heights,QLD,151.93 -27.53
45480b96-358a-4cf7-ac7b-deb32fdc973a,Ballina,NSW,153.53 -28.86
a3a3d03d-4131-47a1-82ea-d875d9def6a9,Fortitude Valley,QLD,153.04 -27.46
cd6b9ee2-6660-41f0-807e-e403063257fd,Lobethal,SA,138.87 -34.9
417301c4-1576-4b54-885d-2d557ac2e554,Adelaide,SA,138.59 -34.93
74df394f-b073-43a8-9156-92c99cfd5f8c,Chirnside Park,VIC,145.31 -37.76
b1813830-dff6-4ef8-9a3b-a35650de29c6,Craigieburn,VIC,144.93 -37.61
abf814cc-5f46-4652-a768-39865adf4319,Coolbellup,WA,115.81 -32.08
fb435e83-a1cf-417c-b400-3aab3867dbed,Newtown,QLD,151.93 -27.56
45e1a8f7-7d13-45e8-8a33-bd85c2b20e00,Booragoon,WA,115.84 -32.03
20a052be-8743-4e33-b271-8b257a2b76f6,Canning Vale,WA,115.89 -32.07
334ab003-f7d7-44fc-9355-b0f07e612c05,Wembley,WA,115.81 -31.94
0ff03fe3-6c40-4713-8024-7023fb9cf9d5,Footscray,VIC,144.89 -37.8
84c4cc4f-b4d5-488f-a381-a934a0af378e,Booragoon,WA,115.83 -32.04
c2cb19d2-a98f-4ade-8160-0f486085757b,Portarlington,VIC,144.65 -38.12
e5c3a999-72c2-46d6-b610-eaf688e8edf1,Burleigh Heads,QLD,153.45 -28.08
55fcdb20-741d-4cc1-8e8a-7ceb7bd356dc,Mittagong,NSW,150.47 -34.44
f56c4edc-1ea9-42b5-964f-14bd1da1777a,Barrington,NSW,151.91 -31.97
5ba0c0ed-5463-473e-b485-91ae795d2d2b,South Nowra,NSW,150.58 -34.91
56a95a99-0036-4727-a604-b8afcad982b1,Merriwa,WA,115.72 -31.67
ae11d0cd-21cf-4a14-97c4-f8df838cc3cd,Sydney,NSW,151.21 -33.87
a9697144-d08a-42d7-868d-7283f8133962,Brisbane City,QLD,153.03 -27.47
a40690d5-f670-49ad-87e0-4ebd4d901364,Narrogin,WA,117.18 -32.93
7e90d0c6-eacb-405e-97bc-c0bcbe562c3f,Myalup,WA,115.74 -33.01
f81686da-9261-4a98-8196-1812682d10db,Coburg,VIC,144.96 -37.74
f22a316e-2132-447d-8f2b-4eea97c76954,Redbank Plains,QLD,152.85 -27.64
9e9825b8-b6bf-447a-8187-2b66a86e6688,Fulham Gardens,SA,138.51 -34.91
8fcacad6-0b36-4abd-8e22-2e5d812e2acc,Maddington,WA,116 -32.05
dc517250-5330-4567-8f8c-a737e8bf63ab,Palm Beach,QLD,153.46 -28.11
663064e6-36b7-4a9e-803c-4bb8339491d6,Broadbeach,QLD,153.43 -28.04
e43c73c9-2a7e-46a6-963a-3108e4fc3d1e,Robina,QLD,153.38 -28.08
637958b7-c372-4c38-a893-c9717e4a6ac5,Warwick,WA,115.81 -31.84
615600a8-fe3c-42f9-9332-5dbc336daa50,Armidale,NSW,151.67 -30.51
c84b0464-c4e1-41e7-9376-ead8986bc757,Broken Hill,NSW,141.47 -31.96
3be46881-7d68-4d17-bac9-94cd80d24371,Tarneit,VIC,144.71 -37.85
eb266d38-70e2-4dc1-837b-f851512ee253,Applecross,WA,115.84 -32.02
2a8e613d-ee65-403b-963b-0bb42b75e1c9,Wickham,NSW,151.76 -32.92
2c145a20-0d55-492f-8b2f-7e3235dfc1b5,Thornbury,VIC,144.99 -37.75
fdcae63c-afb4-4ec9-84bc-910959f5a724,South Burnie,TAS,145.91 -41.06
b1c36e87-8132-4601-975b-df9c7e3b01b5,Rockingham,WA,115.73 -32.28
ef130174-82fc-4379-b3d9-19a82cde8aa4,Oakleigh,VIC,145.09 -37.89
75f2869a-b905-41ea-9294-0b04d3bb340f,Tuncurry,NSW,152.49 -32.16
ffe6b6d5-9816-4fb2-8838-3147a9606042,Hamilton,QLD,153.07 -27.44
6a64a888-392f-470e-a798-b090a9db45e7,Netley,SA,138.55 -34.95
67b1bd4a-a94e-4fcb-816c-b5264733d8d5,Adelaide,SA,138.59 -34.93
2f86a69f-bc2f-4a08-b56f-c039248827ac,Boronia,VIC,145.28 -37.86
63e318b8-783c-46f2-af70-0b0e0324e027,Sydney,NSW,151.2 -33.87
1a48ffe9-8e3c-4ff1-969e-fff37762269a,Bairnsdale,VIC,147.63 -37.83
b393ecf9-84c5-43ae-831d-198bab3f05b4,Yarra Glen,VIC,145.37 -37.66
b099f24e-201c-4242-9016-2cb431c80125,Gatton,QLD,152.34 -27.54
dc872b13-dbd9-4110-9a67-74245155a0b5,Tumut,NSW,148.22 -35.3
254e708d-db62-4590-894e-826163758478,Noosaville,QLD,153.06 -26.41
10b09c30-c78c-4316-b9dc-cfc4725c06d4,Perth,WA,115.86 -31.94
a497bb91-7ba5-4095-af21-9f7dd2df393f,Darlington,SA,138.56 -35.03
beab21f3-b006-4e80-8034-808c45f1d957,Mount Gambier,SA,140.79 -37.83
618eb9ff-1bd1-4915-a1a9-58d6287fd9b3,Northam,WA,116.67 -31.65
518c54bf-8f28-4d8c-8c70-aacfe46d1865,New Town,SA,137.7 -33.96
57108e96-8985-42b9-8a4c-4f2753f1c7cc,Armadale,VIC,145.03 -37.86
786e2dcb-aa00-4a01-a8d7-7cff67fd69e1,Bondi Junction,NSW,151.25 -33.89
3dbe3404-41c1-4e37-aed4-7e27cc6a0a16,Sorell,TAS,147.56 -42.78
eac8ac0c-17f2-482e-ae36-0d596d4a2a4a,Cleveland,QLD,153.27 -27.53
3f7a269b-4fce-41d9-8472-1ce1cab9e9b9,Kotara,NSW,151.71 -32.94
16e2e89f-c7ba-40b9-ba89-26d0cf5bb9fd,Parramatta,NSW,151 -33.82
afc10575-a978-432c-bf68-a80bc07ccca8,Sydney,NSW,151.21 -33.87
6399ce2b-7e1b-40c2-b5a0-5b56b98c89a5,Robina,QLD,153.39 -28.08
6c5b7811-101f-4b48-ba42-cabd2883a833,Coffs Harbour,NSW,153.13 -30.27
5602cc9d-b9eb-4ccd-99d6-837649f6d209,Caulfield East,VIC,145.04 -37.88
bffb6c3a-5dfa-4422-bb30-49c0f9d38c62,Everton Park,QLD,152.99 -27.41
fa2bf76e-c908-4516-9763-a8539c144f95,Moorabbin Airport,VIC,145.09 -37.97
02c27399-a966-4882-953d-5dedae0cfce0,Preston,VIC,145 -37.74
120e98c5-0602-4a58-bc7d-e5fb8a6e8495,Capalaba,QLD,153.2 -27.54
41e1824a-1b05-4fc3-9dac-a144c0b295e8,Mermaid Waters,QLD,153.41 -28.05
8d80c6be-943c-4061-841e-e3586f4e75c2,Broadbeach,QLD,153.43 -28.03
f1ccef3b-7081-429a-acc9-c24b1ccde2e7,Doubleview,WA,115.78 -31.9
6b7bc24c-90dc-449e-9e3a-77846113bfbd,Katoomba,NSW,150.31 -33.72
7b5603a6-fe3d-4f52-8a99-e4e54fbb9da5,Indooroopilly,QLD,152.97 -27.5
4a53422f-6e66-44ae-909f-ba93192dc76b,Liverpool,NSW,150.92 -33.92
5646c071-7d25-4c6c-a19e-5a71f4e0a9c1,Bankstown,NSW,151.03 -33.93
30b1938c-d627-46c3-b0f6-f1a3f1a8ff57,Broken Hill,NSW,141.47 -31.96
b7da90dc-ce36-46d6-845c-a89d44a1fddc,Malaga,WA,115.9 -31.86
27194f06-6f73-4b86-bc8b-cef90c71e9b0,Capalaba,QLD,153.2 -27.52
75b9d12a-839e-48ed-8115-d51837cb308d,Narre Warren,VIC,145.3 -38.02
9d639f5d-bba4-42f2-8fb6-e256127e36d6,Leeming,WA,115.86 -32.08
b0904b8b-80cf-40f0-a208-d190f5e565a1,Whyalla Norrie,SA,137.54 -33.02
bcd0ee88-b7f0-4e27-a66a-c865787b88d2,Liverpool,NSW,150.92 -33.92
ecbdb80d-3d5a-4649-8bb0-6d56b1526933,Fairlight,NSW,151.27 -33.8
cc64c86b-30e3-4bed-ac9b-a1faa39946b2,Narrogin,WA,117.18 -32.94
11909ca3-e107-4a69-9826-c47ff6bd9e70,Rosebery,NSW,151.2 -33.92
f5446956-20a9-4c2f-8df8-3d93ce458ccf,Ceduna,SA,133.67 -32.13
9866035e-72bf-4438-a864-e870e845c92a,West Perth,WA,115.84 -31.95
e4758c3b-e8d8-49bd-990a-a823a86dcabc,Mudgeeraba,QLD,153.36 -28.07
c1186f92-1fa9-4e07-bebc-50cb972af694,Midland,WA,116.01 -31.89
78dadc29-bcee-4c16-992b-7e77841b166e,Brisbane,QLD,152.95 -27.45
8127981a-4d2f-402a-8999-1177d0d720f2,Warabrook,NSW,151.71 -32.89
13e0ceb1-f8b6-4edc-9886-ef16aa48dbe1,Innaloo,WA,115.8 -31.9
5a3c3a04-69ec-4c07-beb1-64e96cd3bceb,Busselton,WA,115.36 -33.66
e6bf85e7-6498-4c96-b8be-9634e444ad49,Booragoon,WA,115.84 -32.03
dda21f62-8924-49ad-a804-2e3390414d15,Melbourne,VIC,144.97 -37.84
438425eb-d3bb-4942-8d5a-65ca88f63191,Alexandra,VIC,145.72 -37.19
d29dc1fe-1240-45ff-afcb-1e17efda422a,Elwood,VIC,144.98 -37.88
c0729f54-a126-4607-968d-f7d4b0babcf3,Kalgoorlie,WA,121.47 -30.75
989c53c1-692b-4602-ad5f-3f62b704a621,Lauderdale,TAS,147.48 -42.91
5eb643ae-93ff-4af7-a134-99d6d3aa48be,Robina,QLD,153.39 -28.08
58ca4138-eccc-44ed-b9f4-89f52f586b07,Biggera Waters,QLD,153.4 -27.94
a4ca23f4-58ac-4a54-b853-b0fc1b77ea51,Joondalup,WA,115.77 -31.77
493c9aac-8cb8-4621-a565-59e08ecbd3cd,Emerald,QLD,148.15 -23.52
3642f4e7-d0a9-41bb-a93b-f10b83dc2bdf,Lutwyche,QLD,153.02 -27.42
7a2ee63d-876e-4b9f-aee3-07e3215ebdd6,Huskisson,NSW,150.67 -35.04
c95626b3-f07e-4087-b471-28daf712da5f,Coffs Harbour,NSW,153.11 -30.32
c097cbd3-b786-4846-ade9-9a50299dbed2,Frankston,VIC,145.17 -38.15
910fa126-9077-43be-bf41-fa7072d5f0be,Mornington,VIC,145.04 -38.22
c3a5e1a8-83ce-47a6-a37f-5357fcf0137e,Oakleigh,VIC,145.09 -37.89
c29e9319-d67f-43b7-93fe-fa3796ac521f,Cranbourne,VIC,145.28 -38.11
36a1a359-3c31-4938-93ed-ec0a85c79654,Subiaco,WA,115.82 -31.94
5d0f3f07-b027-44c1-a453-8e4b2e89cb7b,Doncaster East,VIC,145.16 -37.78
8a01afe8-1468-4e9f-8152-ccb237b7c614,Rockingham,WA,115.74 -32.29
32c03c46-713f-4603-8a67-14293e5090a7,Casino,NSW,153.05 -28.86
fc133bc5-2c4a-4261-ba1e-6c6339a8363f,Sydney,NSW,151.21 -33.87
84874637-317c-4d84-8ac6-b9c83c125c12,Mooloolaba,QLD,153.12 -26.68
a86a0eb0-20a0-4f3c-b617-d5199f3c132e,Moorabbin Airport,VIC,145.11 -37.97
8e16b640-cd02-4272-99e1-e9955dfed3dd,Hampton Park,VIC,145.28 -38.03
6ef2c3ff-dd5e-47a9-a2d4-be8ec90fab1f,Melbourne,VIC,144.96 -37.81
18474c62-9208-4f15-a437-c6ec03768b70,Dallas,VIC,144.93 -37.67
632ad1d4-16ae-4d8c-aac8-dec4c3aed886,Epping,VIC,145.02 -37.65
b3dfd002-5a12-4da0-9a8c-7ae7178d4160,Frenchs Forest,NSW,151.24 -33.75
6c924952-b052-4561-88e1-01e6ef24e5d6,Scamander,TAS,148.26 -41.46
5013fc4b-fa35-4952-8500-5a22af779090,Braybrook,VIC,144.86 -37.78
1bf290e1-ba37-4715-9f42-513fc26d155f,Wavell Heights,QLD,153.04 -27.39
9c2de398-341e-4c2e-8dc3-5da1a6cfa119,East Perth,WA,115.88 -31.95
615e2e91-00d1-4b4d-ab10-3b0255636fdc,Altona Meadows,VIC,144.78 -37.87
9d25e263-200f-42a4-98b2-aa84ad6e5034,Applecross,WA,115.83 -32.02
cd4dc247-4769-4eb9-a414-6ca2f82a2357,Sunbury,VIC,144.73 -37.58
e5aa64b5-d1a4-4b77-b3cc-12fb61481e9c,Glenreagh,NSW,152.98 -30.05
2bb3f330-4c11-4e29-b7c5-e82157b5fbca,Eltham North,VIC,145.14 -37.69
e0f6a222-0585-4b68-80e6-300a88ff8ad5,Roselands,NSW,151.09 -33.93
4e380e66-5d03-4bd0-afe4-a27c6c4f0f74,Drouin,VIC,145.86 -38.14
f0d50182-9f97-4071-9cd6-2dee18a94e4e,East Fremantle,WA,115.76 -32.04
b2a84303-95fe-4683-8136-d43d23ee6868,South Melbourne,VIC,144.96 -37.83
df7809c8-ddda-4b06-a593-ebe38f26d467,Blackwater,QLD,148.89 -23.59
34eb1567-e548-4881-a70b-1de934a9116b,Perth,WA,115.87 -31.95
61bd7354-f2de-4839-a4db-896e7edcd333,Albany,WA,117.88 -35.03
97f098ef-0fd9-4cb1-94d2-a68d8446ca6c,Ballina,NSW,153.56 -28.87
958da525-af63-4261-b326-2284eae8bfd0,South Yarra,VIC,145 -37.84
5ed7139b-d0fd-4ea1-b47c-a7d60499cb0f,Rose Bay,NSW,151.27 -33.87
96828216-c471-47f3-b14b-e25f78f32c79,Penshurst,NSW,151.08 -33.96
62ec8580-7b7f-4024-b09a-30c94d0f43f4,Southport,QLD,153.41 -27.97
f3df7829-6792-43ca-8241-57a33bbf50fb,Marsden Park,NSW,150.84 -33.72
77d5548f-16a1-4821-a564-bed19ba18f24,Len Waters Estate,NSW,150.86 -33.92
c2fc1f3d-78c5-429b-97f3-78ac35f14b16,Redland Bay,QLD,153.3 -27.61
9fb2eaeb-afed-4640-acf1-82ccadfe390d,Baulkham Hills,NSW,150.99 -33.76
1447e914-f668-4de2-a33a-d3d550410df8,Manoora,QLD,145.74 -16.91
e060817e-ea41-469e-addb-01a2eb5411a2,Mount Gambier,SA,140.79 -37.81
bfc2e4e8-43e2-4473-9a42-01eeaa5bc568,Malvern,VIC,145.03 -37.86
805e2d12-0bb1-44ca-bf7f-ede7377f09db,Brookvale,NSW,151.26 -33.77
1922639f-c45a-4381-bf09-c840853a5859,Brisbane City,QLD,153.02 -27.47
2adfb016-d492-4baf-9cc8-566355cacea7,Adelaide Airport,SA,138.52 -34.95
a1563cc9-1efa-430f-808c-b7236e129749,Hart,SA,138.44 -33.76
2370e03c-2435-4c93-86a4-1e798799cb51,Federal,NSW,153.46 -28.65
f0e656b5-fcfc-44a1-b297-29826efcb2a4,Berwick,VIC,145.33 -38.02
445d90d9-eee7-46ce-8457-5552c4227031,Upper Coomera,QLD,153.3 -27.85
b0e3fc82-a4d3-4740-bfb1-e2339a5e96de,Richmond,VIC,145.01 -37.83
5488a5bd-eea0-4742-a97b-d4d0058253f6,Southport,QLD,153.38 -27.96
a79490f1-8469-4eec-9ad0-0a4726f48781,Haymarket,NSW,151.21 -33.88
ea58019c-28c3-491e-a912-546868e39b0f,Windsor,QLD,153.02 -27.44
6d1bb943-6105-4d9e-9df5-2cfea7144fa4,Claremont,WA,115.78 -31.98
c41ce215-6d2f-45d2-a6a0-e342bb6e8f4e,Broadbeach,QLD,153.42 -28.04
310bc95b-1a79-4b26-b404-cbafca1285c3,Duncraig,WA,115.76 -31.84
6d81850f-bac3-4f42-b06d-c4960ef9a4e4,Belmont,WA,115.94 -31.97
87ba1b63-bf8b-49c7-bb2c-4ec5d4764bfb,Applecross,WA,115.84 -32.01
72cde54c-aa30-42de-bc67-54369a9cf904,Mount Gambier Airport,SA,140.78 -37.74
34995bdf-ac65-4a31-874c-9321b5e184d1,Tottenham,VIC,144.86 -37.81
4a4b54f2-c012-420b-849b-5c07e88543db,Runaway Bay,QLD,153.4 -27.91
153c2c0b-f692-4ce0-9e3d-3257b6936d36,Middle Park,QLD,152.93 -27.56
b871810d-2737-45c0-8c1a-34dee0368cd3,Miami,QLD,153.45 -28.07
62a97634-26c0-4828-a968-56c2a401f6ee,Seville,VIC,145.46 -37.78
b0d3259e-ee73-4a1d-b00c-c8e77317358a,Lismore,NSW,153.28 -28.81
1eca2901-6392-4097-88d8-e41915133abe,Yarra Junction,VIC,145.61 -37.78
e3956228-a9fc-4fae-b2ef-9cab5926c660,Preston,VIC,145.02 -37.75
6be1e471-2abb-4704-82fe-e12489c24716,Karnup,WA,115.77 -32.42
1dd9c86d-b32f-4025-b6fb-bb51b938b45b,Hawthorn,VIC,145.04 -37.82
ecaa4bd8-21f7-4a11-bb2c-37c431071a6f,Redwood Park,SA,138.7 -34.82
fcc5f982-d673-4dbd-a893-f01800e9c7de,Brisbane City,QLD,153.02 -27.47
f62d6734-f21c-454a-af57-55f77786e13c,Murrumbeena,VIC,145.06 -37.9
711b6911-6ed7-42c0-ae19-2714f3a18953,Caringbah South,NSW,151.12 -34.06
9492bbba-b5f2-4372-afdc-bc0675f56014,Chirnside Park,VIC,145.31 -37.76
be37f62b-6874-494d-9905-54d7e27b1eec,Perth,WA,115.86 -31.95
ff7652a0-7d92-41bf-afbc-0f1bb6c5cde2,Bakewell,NT,130.99 -12.5
ccbd17fa-2dc0-43d3-b0b1-95af4b6363c4,Hamilton Hill,WA,115.78 -32.08
8420f84b-ac16-498e-be44-f3b2e01c1637,Shoal Bay,NT,130.98 -12.44
2d87c9e2-b0aa-472b-8afe-f7c1e1156af7,North Beach,WA,115.75 -31.87
b53f4984-e11f-40e1-9b1d-e342e4350ca4,Ballina,NSW,153.56 -28.86
14391467-3b68-4107-b6c9-023c6b0b348f,Melbourne Airport,VIC,144.85 -37.67
dd8f3a2c-c24f-4820-9c1b-4659c92adde7,Hampton Park,VIC,145.27 -38.03
31b42b02-9c44-41fa-a885-42de728851ca,Croydon,VIC,145.3 -37.79
d076eb9a-abe5-4936-8182-d626bf62d504,Sydney,NSW,151.21 -33.87
7c94cdd9-dbe9-433a-bbb8-ea81e447b432,Melton West,VIC,144.56 -37.69
c46b0e50-9a81-422a-8a3d-e0392d96ea43,Macquarie Park,NSW,151.11 -33.78
cf063d0f-4c5c-45fc-ae90-5b0ed790be59,Murray Bridge,SA,139.27 -35.12
2660b4a7-c122-46e1-94ba-936d87a23e4e,Marian,QLD,148.95 -21.15
1eb2779c-f9b3-4265-879f-e8cd10243744,Black Forest,SA,138.58 -34.96
3f6d4985-d5eb-4fcf-8ff5-4bf543f64106,Vincentia,NSW,150.66 -35.07
552b4220-1a02-4608-9e48-4b81003fb6e8,York,WA,116.77 -31.89
6894f899-b3f7-4f2c-8b53-a7792cf628fe,Ballina,NSW,153.56 -28.85
49cefe94-8c21-4db7-af58-cc5fbd9e8809,Kalbarri,WA,114.16 -27.71
f66b8549-7586-4571-b7ec-7ddc5f8bd9af,South Brisbane,QLD,153.02 -27.47
cb31ac7e-24f0-48d2-bfca-0fcdac531c45,Coolbellup,WA,115.81 -32.08
645b4142-5a9b-49b5-a2a3-d41957505a50,Kew,VIC,145.03 -37.81
4b70e3d4-96ca-407d-ab8a-f5c54c0b6036,Liverpool,NSW,150.92 -33.93
efefeb05-9ea1-4b28-ab11-eecdbeee8901,Artarmon,NSW,151.19 -33.82
e33c4e9c-f14d-4ce4-90d4-369e532d0f79,Beaumaris,VIC,145.03 -37.99
e339d722-2349-4e18-a86a-7f17dd209523,Shellharbour City Centre,NSW,150.84 -34.56
71cbf835-a5d9-44d8-8d58-d425865171b5,Spotswood,VIC,144.89 -37.83
535ea858-8516-4f9e-9467-498cee9d2dd3,Campbellfield,VIC,144.97 -37.67
6a994815-187b-4c67-9dd8-b51ff0292ca8,Balcatta,WA,115.81 -31.87
996dfa41-bc48-4faa-aef3-b4366784b273,Southport,QLD,153.42 -27.97
b7a01aea-e488-47b1-9067-d8fb32a49f0d,Freshwater,NSW,151.29 -33.78
3c460b16-7101-4147-acfa-2d689aa02f0f,Dandenong,VIC,145.23 -37.99
0097a400-1f29-4dc5-80fd-72efda13ce03,Forrestfield,WA,116.01 -31.99
b0a6a7f9-b9c9-45b3-ac1b-eaf2e65a141c,Kalbarri,WA,114.17 -27.71
12a1e4a6-4d48-4984-9afe-c16a4c1f623d,Cobram,VIC,145.64 -35.92
87671a02-681f-463e-a72c-6d269de9ea1b,Northmead,NSW,151 -33.79
36849d50-8b9e-4074-b907-e4ab21901ee2,Merrylands,NSW,151 -33.84
bcc12489-906b-442f-9df8-c57f6a58cc2c,Sydney,NSW,151.21 -33.87
a56f0166-ac0a-4d85-9a55-2aa088b9e8f8,West Ryde,NSW,151.09 -33.81
6989c34c-4fb7-425b-8f94-e708d2317ba4,Thornleigh,NSW,151.07 -33.74
da68404b-0d95-42e0-aa2e-0a8149d9efe9,Blacktown,NSW,150.91 -33.78
c9744c93-e984-40f0-82b4-aa09b945fe50,Wollongong,NSW,150.89 -34.43
cfa1bc70-2600-4842-bcd7-0443e30bfee4,Coorparoo,QLD,153.05 -27.5
bb7006de-3d66-489a-bd1f-952cdadc6840,Cambridge,TAS,147.51 -42.84
4486cfb1-b6f7-466b-9473-561db42f46d5,Alexandria,NSW,151.2 -33.9
cfa55f6c-bcbd-41c6-ad2f-a311bba78f74,Melbourne,VIC,144.96 -37.81
32a4151d-1ae3-4037-a011-9711e3214134,South Toowoomba,QLD,151.95 -27.57
6a478059-ed0e-48ce-a825-e7474d269678,Brisbane City,QLD,153.03 -27.47
438fdb3a-9c2c-45ac-9583-f138420f0d18,Kadina,SA,137.72 -33.96
bc260cad-0f4a-414f-beda-45e56027380b,Heathcote,NSW,151.01 -34.09
48541d51-046c-4ffc-a0fe-146be5de2ff2,Lane Cove,NSW,151.17 -33.81
9a658f0a-e753-4367-befe-950ff80f40af,Gundagai,NSW,148.09 -35.08
07302d5b-4c80-4fd3-9db9-dcc4e673732d,Emerald,QLD,148.17 -23.53
8468fd72-60c4-45aa-a49c-4129f51bf0c7,Saint Lucia,QLD,153.02 -27.5
60268e27-530a-4d30-bb9d-9b01072f1cf9,Alstonville,NSW,153.44 -28.84
8390a7a1-b9cd-4d86-9b06-a5229b2abf30,Brisbane City,QLD,153.03 -27.47
ff07af80-5a16-4b43-9ce9-d471b3d0daf1,Sydney,NSW,151.08 -33.93
ecc5b9df-b406-4131-827f-2414533885dc,Waikiki,WA,115.75 -32.32
55b0b1fe-4776-4af2-9527-d89b201f16bf,Chermside,QLD,153.03 -27.38
9d59bd81-7a2e-4c7e-8a1c-09032217662f,Melbourne,VIC,144.96 -37.81
82ffa8d8-c0ab-444f-90fc-c9003f92e7a6,Northbridge,WA,115.86 -31.95
